,Unnamed: 0,City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal,DOB,height,age,weight_lbs,weight_kg,distance,stroke
318,318,Tokyo,1964,Aquatics,Swimming,"SCHOLLANDER, Donald Arthur",USA,Men,100m freestyle,M,Gold,"April 30, 1946 (age 70 years)",180.34,,174,79.09090909,100m,Freestyle
319,319,Tokyo,1964,Aquatics,Swimming,"MCGREGOR, Robert Bilsland",GBR,Men,100m freestyle,M,Silver,,,,176,80,100m,Freestyle
320,320,Tokyo,1964,Aquatics,Swimming,"ELLIS, Kathleen",USA,Women,100m freestyle,W,Bronze,,,,130,59.09090909,100m,Freestyle
321,321,Tokyo,1964,Aquatics,Swimming,"FRASER, Dawn",AUS,Women,100m freestyle,W,Gold,"September 4, 1937 (age 79 years)",172.72,,148,67.27272727,100m,Freestyle
322,322,Tokyo,1964,Aquatics,Swimming,"STOUDER, Sharon Marie",USA,Women,100m freestyle,W,Silver,9-Nov-48,172.72,15.0,134,60.90909091,100m,Freestyle
323,323,Tokyo,1964,Aquatics,Swimming,"WOOD, Allan",AUS,Men,1500m freestyle,M,Bronze,"December 1, 1935 (age 80 years)",165.1,,150,68.18181818,1500m,Freestyle
324,324,Tokyo,1964,Aquatics,Swimming,"WINDLE, Robert George",AUS,Men,1500m freestyle,M,Gold,"November 7, 1944 (age 72 years)",185.42,,170,77.27272727,1500m,Freestyle
325,325,Tokyo,1964,Aquatics,Swimming,"NELSON, John Mauer",USA,Men,1500m freestyle,M,Silver,,,,146,66.36363636,1500m,Freestyle
326,326,Tokyo,1964,Aquatics,Swimming,"BENNETT, Robert Earl",USA,Men,200m backstroke,M,Bronze,,182.88,,172,78.18181818,200m,Backstroke
327,327,Tokyo,1964,Aquatics,Swimming,"GRAEF, Jedward Richard",USA,Men,200m backstroke,M,Gold,,,,201,91.36363636,200m,Backstroke
328,328,Tokyo,1964,Aquatics,Swimming,"DILLEY, Gary J.",USA,Men,200m backstroke,M,Silver,"January 15, 1945 (age 71 years)",185.42,,165,75,200m,Backstroke
329,329,Tokyo,1964,Aquatics,Swimming,"JASTREMSKI, Chester Andrew",USA,Men,200m breaststroke,M,Bronze,12-Jan-41,175.26,23.0,176,80,200m,Breaststroke
330,330,Tokyo,1964,Aquatics,Swimming,"O'BRIEN, Lawrence Ian",AUS,Men,200m breaststroke,M,Gold,,,,,#VALUE!,200m,Breaststroke
331,331,Tokyo,1964,Aquatics,Swimming,"PROKOPENKO, Georgi",URS,Men,200m breaststroke,M,Silver,"February 21, 1937 (age 79 years)",180.34,,,#VALUE!,200m,Breaststroke
332,332,Tokyo,1964,Aquatics,Swimming,"BABANINA, Svetlana",URS,Women,200m breaststroke,W,Bronze,"February 4, 1943 (age 73 years)",172.72,,137,62.27272727,200m,Breaststroke
333,333,Tokyo,1964,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,200m breaststroke,W,Gold,26-Nov-48,170.18,15.0,,#VALUE!,200m,Breaststroke
334,334,Tokyo,1964,Aquatics,Swimming,"KOLB, Claudia Anne",USA,Women,200m breaststroke,W,Silver,"December 19, 1949 (age 66 years)",170.18,,134,60.90909091,200m,Breaststroke
335,335,Tokyo,1964,Aquatics,Swimming,"SCHMIDT, Frederick Weber",USA,Men,200m butterfly,M,Bronze,,187.96,,185,84.09090909,200m,Butterfly
336,336,Tokyo,1964,Aquatics,Swimming,"BERRY, Kevin John",AUS,Men,200m butterfly,M,Gold,10-Apr-45,172.72,19.0,157,71.36363636,200m,Butterfly
337,337,Tokyo,1964,Aquatics,Swimming,"ROBIE, Carl Joseph III",USA,Men,200m butterfly,M,Silver,2-May-45,177.8,19.0,161,73.18181818,200m,Butterfly
338,338,Tokyo,1964,Aquatics,Swimming,"WOOD, Allan",AUS,Men,400m freestyle,M,Bronze,"December 1, 1935 (age 80 years)",165.1,,150,68.18181818,400m,Freestyle
339,339,Tokyo,1964,Aquatics,Swimming,"SCHOLLANDER, Donald Arthur",USA,Men,400m freestyle,M,Gold,"April 30, 1946 (age 70 years)",180.34,,174,79.09090909,400m,Freestyle
340,340,Tokyo,1964,Aquatics,Swimming,"WIEGAND, Frank",EUA,Men,400m freestyle,M,Silver,"March 15, 1943 (age 73 years)",180.34,,154,70,400m,Freestyle
341,341,Tokyo,1964,Aquatics,Swimming,"STICKLES, Therese Lee",USA,Women,400m freestyle,W,Bronze,,,,,#VALUE!,400m,Freestyle
342,342,Tokyo,1964,Aquatics,Swimming,"DUENKEL, Virginia Ruth",USA,Women,400m freestyle,W,Gold,"March 7, 1947 (age 69 years)",170.18,,134,60.90909091,400m,Freestyle
343,343,Tokyo,1964,Aquatics,Swimming,"RAMENOFSKY, Marilyn",USA,Women,400m freestyle,W,Silver,"August 20, 1946 (age 70 years)",170.18,,134,60.90909091,400m,Freestyle
344,344,Tokyo,1964,Aquatics,Swimming,"HETZ, Gerhard",EUA,Men,400m individual medley,M,Bronze,13-Jul-42,177.8,22.0,154,70,400m,Individual
345,345,Tokyo,1964,Aquatics,Swimming,"ROTH, Richard William",USA,Men,400m individual medley,M,Gold,,182.88,,185,84.09090909,400m,Individual
346,346,Tokyo,1964,Aquatics,Swimming,"SAARI, Roy Allen",USA,Men,400m individual medley,M,Silver,,187.96,,190,86.36363636,400m,Individual
347,347,Tokyo,1964,Aquatics,Swimming,"RANDALL, Martha Irene",USA,Women,400m individual medley,W,Bronze,"June 12, 1948 (age 68 years)",165.1,,126,57.27272727,400m,Individual
348,348,Tokyo,1964,Aquatics,Swimming,"DE VARONA, Donna Elizabeth",USA,Women,400m individual medley,W,Gold,"April 26, 1947 (age 69 years)",167.64,,134,60.90909091,400m,Individual
349,349,Tokyo,1964,Aquatics,Swimming,"FINNERAN, Sharon Evans",USA,Women,400m individual medley,W,Silver,"February 4, 1946 (age 70 years)",160.02,,110,50,400m,Individual
350,350,Mexico,1968,Aquatics,Swimming,"MILLS, Ronald P.",USA,Men,100m backstroke,M,Bronze,,,,,#VALUE!,100m,Backstroke
351,351,Mexico,1968,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,100m backstroke,M,Gold,"November 17, 1950 (age 65 years)",,,163,74.09090909,100m,Backstroke
352,352,Mexico,1968,Aquatics,Swimming,"HICKCOX, Charles Buchanan",USA,Men,100m backstroke,M,Silver,6-Feb-47,190.5,21.0,176,80,100m,Backstroke
353,353,Mexico,1968,Aquatics,Swimming,"SWAGERTY, Jane Ellen",USA,Women,100m backstroke,W,Bronze,"July 30, 1951 (age 65 years)",172.72,,143,65,100m,Backstroke
354,354,Mexico,1968,Aquatics,Swimming,"HALL, Kaye Marie",USA,Women,100m backstroke,W,Gold,,170.18,,143,65,100m,Backstroke
355,355,Mexico,1968,Aquatics,Swimming,"TANNER, Elaine",CAN,Women,100m backstroke,W,Silver,"February 22, 1951 (age 65 years)",160.02,,134,60.90909091,100m,Backstroke
356,356,Mexico,1968,Aquatics,Swimming,"PANKIN, Nikolai",URS,Men,100m breaststroke,M,Bronze,"January 2, 1949 (age 67 years)",177.8,,,#VALUE!,100m,Breaststroke
357,357,Mexico,1968,Aquatics,Swimming,"MCKENZIE, Donald Ward Jr.",USA,Men,100m breaststroke,M,Gold,11-May-47,185.42,21.0,176,80,100m,Breaststroke
358,358,Mexico,1968,Aquatics,Swimming,"KOSINSKY, Vladimir",URS,Men,100m breaststroke,M,Silver,,,,148,67.27272727,100m,Breaststroke
359,359,Mexico,1968,Aquatics,Swimming,"WICHMAN, Sharon Lynn",USA,Women,100m breaststroke,W,Bronze,,175.26,,132,60,100m,Breaststroke
360,360,Mexico,1968,Aquatics,Swimming,"BJEDOV, Djurdjica",YUG,Women,100m breaststroke,W,Gold,,170.18,,,#VALUE!,100m,Breaststroke
361,361,Mexico,1968,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,100m breaststroke,W,Silver,,170.18,,,#VALUE!,100m,Breaststroke
362,362,Mexico,1968,Aquatics,Swimming,"WALES, Ross Elliott",USA,Men,100m butterfly,M,Bronze,,,,165,75,100m,Butterfly
363,363,Mexico,1968,Aquatics,Swimming,"RUSSELL, Douglas Albert",USA,Men,100m butterfly,M,Gold,,172.72,,150,68.18181818,100m,Butterfly
364,364,Mexico,1968,Aquatics,Swimming,"SPITZ, Mark",USA,Men,100m butterfly,M,Silver,"February 10, 1950 (age 66 years)",182.88,,161,73.18181818,100m,Butterfly
365,365,Mexico,1968,Aquatics,Swimming,"SHIELDS, Susanne Marie",USA,Women,100m butterfly,W,Bronze,,170.18,,132,60,100m,Butterfly
366,366,Mexico,1968,Aquatics,Swimming,"MCCLEMENTS, Lynette",AUS,Women,100m butterfly,W,Gold,"May 11, 1951 (age 65 years)",177.8,,146,66.36363636,100m,Butterfly
367,367,Mexico,1968,Aquatics,Swimming,"DANIEL, Eleanor Suzanne",USA,Women,100m butterfly,W,Silver,"June 11, 1950 (age 66 years)",172.72,,143,65,100m,Butterfly
368,368,Mexico,1968,Aquatics,Swimming,"SPITZ, Mark",USA,Men,100m freestyle,M,Bronze,"February 10, 1950 (age 66 years)",182.88,,161,73.18181818,100m,Freestyle
369,369,Mexico,1968,Aquatics,Swimming,"WENDEN, Michael Vincent",AUS,Men,100m freestyle,M,Gold,,182.88,,168,76.36363636,100m,Freestyle
370,370,Mexico,1968,Aquatics,Swimming,"WALSH, Kenneth Marshall",USA,Men,100m freestyle,M,Silver,"February 11, 1945 (age 71 years)",187.96,,185,84.09090909,100m,Freestyle
371,371,Mexico,1968,Aquatics,Swimming,"GUSTAVSON, Linda Lee",USA,Women,100m freestyle,W,Bronze,"November 30, 1949 (age 66 years)",175.26,,134,60.90909091,100m,Freestyle
372,372,Mexico,1968,Aquatics,Swimming,"HENNE, Jane Margo",USA,Women,100m freestyle,W,Gold,,,,,#VALUE!,100m,Freestyle
373,373,Mexico,1968,Aquatics,Swimming,"PEDERSEN, Susan Jane",USA,Women,100m freestyle,W,Silver,,175.26,,154,70,100m,Freestyle
374,374,Mexico,1968,Aquatics,Swimming,"BROUGH, Gregory",AUS,Men,1500m freestyle,M,Bronze,26-Mar-51,187.96,17.0,174,79.09090909,1500m,Freestyle
375,375,Mexico,1968,Aquatics,Swimming,"BURTON, Michael Jay",USA,Men,1500m freestyle,M,Gold,"July 3, 1947 (age 69 years)",175.26,,154,70,1500m,Freestyle
376,376,Mexico,1968,Aquatics,Swimming,"KINSELLA, John Pitann",USA,Men,1500m freestyle,M,Silver,"August 26, 1952 (age 64 years)",193.04,,201,91.36363636,1500m,Freestyle
377,377,Mexico,1968,Aquatics,Swimming,"HORSLEY, Jack S.",USA,Men,200m backstroke,M,Bronze,"September 25, 1951 (age 65 years)",182.88,,141,64.09090909,200m,Backstroke
378,378,Mexico,1968,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,200m backstroke,M,Gold,"November 17, 1950 (age 65 years)",,,163,74.09090909,200m,Backstroke
379,379,Mexico,1968,Aquatics,Swimming,"IVEY, Mitchell",USA,Men,200m backstroke,M,Silver,"September 28, 1979 (age 37 years)",,,159,72.27272727,200m,Backstroke
380,380,Mexico,1968,Aquatics,Swimming,"HALL, Kaye Marie",USA,Women,200m backstroke,W,Bronze,,170.18,,143,65,200m,Backstroke
381,381,Mexico,1968,Aquatics,Swimming,"WATSON, Lillian Debra",USA,Women,200m backstroke,W,Gold,"July 11, 1950 (age 66 years)",175.26,,146,66.36363636,200m,Backstroke
382,382,Mexico,1968,Aquatics,Swimming,"TANNER, Elaine",CAN,Women,200m backstroke,W,Silver,"February 22, 1951 (age 65 years)",160.02,,134,60.90909091,200m,Backstroke
383,383,Mexico,1968,Aquatics,Swimming,"JOB, Brian Gregory",USA,Men,200m breaststroke,M,Bronze,"November 29, 1951 (age 64 years)",180.34,,163,74.09090909,200m,Breaststroke
384,384,Mexico,1968,Aquatics,Swimming,"MUNOZ, Felipe",MEX,Men,200m breaststroke,M,Gold,"February 3, 1951 (age 65 years)",180.34,,,#VALUE!,200m,Breaststroke
385,385,Mexico,1968,Aquatics,Swimming,"KOSINSKY, Vladimir",URS,Men,200m breaststroke,M,Silver,26-Feb-45,,23.0,148,67.27272727,200m,Breaststroke
386,386,Mexico,1968,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,200m breaststroke,W,Bronze,26-Nov-48,170.18,19.0,,#VALUE!,200m,Breaststroke
387,387,Mexico,1968,Aquatics,Swimming,"WICHMAN, Sharon Lynn",USA,Women,200m breaststroke,W,Gold,"May 13, 1952 (age 64 years)",175.26,,132,60,200m,Breaststroke
388,388,Mexico,1968,Aquatics,Swimming,"BJEDOV, Djurdjica",YUG,Women,200m breaststroke,W,Silver,"April 5, 1947 (age 69 years)",170.18,,,#VALUE!,200m,Breaststroke
389,389,Mexico,1968,Aquatics,Swimming,"FERRIS, John Edward",USA,Men,200m butterfly,M,Bronze,"July 24, 1949 (age 67 years)",180.34,,165,75,200m,Butterfly
390,390,Mexico,1968,Aquatics,Swimming,"ROBIE, Carl Joseph III",USA,Men,200m butterfly,M,Gold,2-May-45,177.8,23.0,161,73.18181818,200m,Butterfly
391,391,Mexico,1968,Aquatics,Swimming,"WOODROFFE, Martyn John",GBR,Men,200m butterfly,M,Silver,"September 8, 1950 (age 66 years)",,,154,70,200m,Butterfly
392,392,Mexico,1968,Aquatics,Swimming,"DANIEL, Eleanor Suzanne",USA,Women,200m butterfly,W,Bronze,"June 11, 1950 (age 66 years)",172.72,,143,65,200m,Butterfly
393,393,Mexico,1968,Aquatics,Swimming,"KOK, Aagje Ada",NED,Women,200m butterfly,W,Gold,"June 6, 1947 (age 69 years)",182.88,,187,85,200m,Butterfly
394,394,Mexico,1968,Aquatics,Swimming,"LINDNER, Helga",GDR,Women,200m butterfly,W,Silver,,170.18,,146,66.36363636,200m,Butterfly
395,395,Mexico,1968,Aquatics,Swimming,"NELSON, John Mauer",USA,Men,200m freestyle,M,Bronze,,,,146,66.36363636,200m,Freestyle
396,396,Mexico,1968,Aquatics,Swimming,"WENDEN, Michael Vincent",AUS,Men,200m freestyle,M,Gold,,182.88,,168,76.36363636,200m,Freestyle
397,397,Mexico,1968,Aquatics,Swimming,"SCHOLLANDER, Donald Arthur",USA,Men,200m freestyle,M,Silver,,180.34,,174,79.09090909,200m,Freestyle
398,398,Mexico,1968,Aquatics,Swimming,"BARKMAN, Jane Louise",USA,Women,200m freestyle,W,Bronze,,170.18,,134,60.90909091,200m,Freestyle
399,399,Mexico,1968,Aquatics,Swimming,"MEYER, Deborah",USA,Women,200m freestyle,W,Gold,,170.18,,115,52.27272727,200m,Freestyle
400,400,Mexico,1968,Aquatics,Swimming,"HENNE, Jane Margo",USA,Women,200m freestyle,W,Silver,,,,,#VALUE!,200m,Freestyle
401,401,Mexico,1968,Aquatics,Swimming,"FERRIS, John Edward",USA,Men,200m individual medley,M,Bronze,"July 24, 1949 (age 67 years)",180.34,,165,75,200m,Individual
402,402,Mexico,1968,Aquatics,Swimming,"HICKCOX, Charles Buchanan",USA,Men,200m individual medley,M,Gold,6-Feb-47,190.5,21.0,176,80,200m,Individual
403,403,Mexico,1968,Aquatics,Swimming,"BUCKINGHAM, Gregory F.",USA,Men,200m individual medley,M,Silver,29-Jul-45,,23.0,,#VALUE!,200m,Individual
404,404,Mexico,1968,Aquatics,Swimming,"HENNE, Jane Margo",USA,Women,200m individual medley,W,Bronze,,,,,#VALUE!,200m,Individual
405,405,Mexico,1968,Aquatics,Swimming,"KOLB, Claudia Anne",USA,Women,200m individual medley,W,Gold,"December 19, 1949 (age 66 years)",170.18,,134,60.90909091,200m,Individual
406,406,Mexico,1968,Aquatics,Swimming,"PEDERSEN, Susan Jane",USA,Women,200m individual medley,W,Silver,,175.26,,154,70,200m,Individual
407,407,Mexico,1968,Aquatics,Swimming,"MOSCONI, Alain",FRA,Men,400m freestyle,M,Bronze,"September 9, 1949 (age 67 years)",180.34,,176,80,400m,Freestyle
408,408,Mexico,1968,Aquatics,Swimming,"BURTON, Michael Jay",USA,Men,400m freestyle,M,Gold,"July 3, 1947 (age 69 years)",175.26,,154,70,400m,Freestyle
409,409,Mexico,1968,Aquatics,Swimming,"HUTTON, Ralph",CAN,Men,400m freestyle,M,Silver,"March 6, 1948 (age 68 years)",182.88,,190,86.36363636,400m,Freestyle
410,410,Mexico,1968,Aquatics,Swimming,"MORAS, Karen Lynne",AUS,Women,400m freestyle,W,Bronze,"January 6, 1954 (age 62 years)",167.64,,117,53.18181818,400m,Freestyle
411,411,Mexico,1968,Aquatics,Swimming,"MEYER, Deborah",USA,Women,400m freestyle,W,Gold,"August 14, 1952 (age 64 years)",170.18,,115,52.27272727,400m,Freestyle
412,412,Mexico,1968,Aquatics,Swimming,"GUSTAVSON, Linda Lee",USA,Women,400m freestyle,W,Silver,"November 30, 1949 (age 66 years)",175.26,,134,60.90909091,400m,Freestyle
413,413,Mexico,1968,Aquatics,Swimming,"HOLTHAUS, Michael",FRG,Men,400m individual medley,M,Bronze,"July 13, 1950 (age 66 years)",,,168,76.36363636,400m,Individual
414,414,Mexico,1968,Aquatics,Swimming,"HICKCOX, Charles Buchanan",USA,Men,400m individual medley,M,Gold,6-Feb-47,190.5,21.0,176,80,400m,Individual
415,415,Mexico,1968,Aquatics,Swimming,"HALL, Gary Wayne",USA,Men,400m individual medley,M,Silver,,198.12,,163,74.09090909,400m,Individual
416,416,Mexico,1968,Aquatics,Swimming,"STEINBACH, Sabine",GDR,Women,400m individual medley,W,Bronze,"July 18, 1952 (age 64 years)",165.1,,123,55.90909091,400m,Individual
417,417,Mexico,1968,Aquatics,Swimming,"KOLB, Claudia Anne",USA,Women,400m individual medley,W,Gold,"December 19, 1949 (age 66 years)",170.18,,134,60.90909091,400m,Individual
418,418,Mexico,1968,Aquatics,Swimming,"VIDALI, Lynn Marie",USA,Women,400m individual medley,W,Silver,"May 26, 1952 (age 64 years)",170.18,,141,64.09090909,400m,Individual
419,419,Mexico,1968,Aquatics,Swimming,"RAMIREZ, Maria Teresa",MEX,Women,800m freestyle,W,Bronze,"August 15, 1954 (age 62 years)",170.18,,,#VALUE!,800m,Freestyle
420,420,Mexico,1968,Aquatics,Swimming,"MEYER, Deborah",USA,Women,800m freestyle,W,Gold,"August 14, 1952 (age 64 years)",170.18,,115,52.27272727,800m,Freestyle
421,421,Mexico,1968,Aquatics,Swimming,"KRUSE, Pamela Jean",USA,Women,800m freestyle,W,Silver,"June 3, 1950 (age 66 years)",165.1,,130,59.09090909,800m,Freestyle
422,422,Munich,1972,Aquatics,Swimming,"MURPHY, John Joseph",USA,Men,100m backstroke,M,Bronze,24-Sep-22,,49.0,194,88.18181818,100m,Backstroke
423,423,Munich,1972,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,100m backstroke,M,Gold,"November 17, 1950 (age 65 years)",,,163,74.09090909,100m,Backstroke
424,424,Munich,1972,Aquatics,Swimming,"STAMM, Michael Eugene",USA,Men,100m backstroke,M,Silver,,190.5,,179,81.36363636,100m,Backstroke
425,425,Munich,1972,Aquatics,Swimming,"ATWOOD, Susanne Jean",USA,Women,100m backstroke,W,Bronze,"June 5, 1953 (age 63 years)",170.18,,146,66.36363636,100m,Backstroke
426,426,Munich,1972,Aquatics,Swimming,"BELOTE, Melissa Louise",USA,Women,100m backstroke,W,Gold,"October 16, 1956 (age 60 years)",170.18,,132,60,100m,Backstroke
427,427,Munich,1972,Aquatics,Swimming,"GYARMATI, Andrea",HUN,Women,100m backstroke,W,Silver,"April 15, 1954 (age 62 years)",170.18,,141,64.09090909,100m,Backstroke
428,428,Munich,1972,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,100m breaststroke,M,Bronze,"May 29, 1954 (age 62 years)",182.88,,170,77.27272727,100m,Breaststroke
429,429,Munich,1972,Aquatics,Swimming,"TAGUCHI, Nobutaka",JPN,Men,100m breaststroke,M,Gold,"June 18, 1951 (age 65 years)",172.72,,150,68.18181818,100m,Breaststroke
430,430,Munich,1972,Aquatics,Swimming,"BRUCE, Thomas Edwin",USA,Men,100m breaststroke,M,Silver,,,,161,73.18181818,100m,Breaststroke
431,431,Munich,1972,Aquatics,Swimming,"WHITFIELD, Beverley Joy",AUS,Women,100m breaststroke,W,Bronze,15-Jun-54,162.56,18.0,126,57.27272727,100m,Breaststroke
432,432,Munich,1972,Aquatics,Swimming,"CARR, Catherine L.",USA,Women,100m breaststroke,W,Gold,"May 27, 1954 (age 62 years)",170.18,,115,52.27272727,100m,Breaststroke
433,433,Munich,1972,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,100m breaststroke,W,Silver,26-Nov-48,170.18,23.0,,#VALUE!,100m,Breaststroke
434,434,Munich,1972,Aquatics,Swimming,"HEIDENREICH, Jerry Alan",USA,Men,100m butterfly,M,Bronze,4-Feb-50,182.88,22.0,161,73.18181818,100m,Butterfly
435,435,Munich,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,100m butterfly,M,Gold,"February 10, 1950 (age 66 years)",182.88,,161,73.18181818,100m,Butterfly
436,436,Munich,1972,Aquatics,Swimming,"ROBERTSON, Bruce Richard",CAN,Men,100m butterfly,M,Silver,,177.8,,154,70,100m,Butterfly
437,437,Munich,1972,Aquatics,Swimming,"GYARMATI, Andrea",HUN,Women,100m butterfly,W,Bronze,"April 15, 1954 (age 62 years)",170.18,,141,64.09090909,100m,Butterfly
438,438,Munich,1972,Aquatics,Swimming,"AOKI, Mayumi",JPN,Women,100m butterfly,W,Gold,"May 1, 1953 (age 63 years)",165.1,,139,63.18181818,100m,Butterfly
439,439,Munich,1972,Aquatics,Swimming,"BEIER, Roswitha",GDR,Women,100m butterfly,W,Silver,"December 22, 1956 (age 59 years)",160.02,,115,52.27272727,100m,Butterfly
440,440,Munich,1972,Aquatics,Swimming,"BURE, Vladimir",URS,Men,100m freestyle,M,Bronze,"December 4, 1950 (age 65 years)",180.34,,190,86.36363636,100m,Freestyle
441,441,Munich,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,100m freestyle,M,Gold,"February 10, 1950 (age 66 years)",182.88,,161,73.18181818,100m,Freestyle
442,442,Munich,1972,Aquatics,Swimming,"HEIDENREICH, Jerry Alan",USA,Men,100m freestyle,M,Silver,4-Feb-50,182.88,22.0,161,73.18181818,100m,Freestyle
443,443,Munich,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,100m freestyle,W,Bronze,,170.18,,130,59.09090909,100m,Freestyle
444,444,Munich,1972,Aquatics,Swimming,"NEILSON, Alexandra Lynn",USA,Women,100m freestyle,W,Gold,,,,139,63.18181818,100m,Freestyle
445,445,Munich,1972,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,100m freestyle,W,Silver,,,,,#VALUE!,100m,Freestyle
446,446,Munich,1972,Aquatics,Swimming,"NORTHWAY, Douglas Dale",USA,Men,1500m freestyle,M,Bronze,,180.34,,58-73,#VALUE!,1500m,Freestyle
447,447,Munich,1972,Aquatics,Swimming,"BURTON, Michael Jay",USA,Men,1500m freestyle,M,Gold,,175.26,,154,70,1500m,Freestyle
448,448,Munich,1972,Aquatics,Swimming,"WINDEATT, Graham Claud",AUS,Men,1500m freestyle,M,Silver,"August 5, 1954 (age 62 years)",187.96,,172,78.18181818,1500m,Freestyle
449,449,Munich,1972,Aquatics,Swimming,"IVEY, Mitchell",USA,Men,200m backstroke,M,Bronze,"September 28, 1979 (age 37 years)",,,159,72.27272727,200m,Backstroke
450,450,Munich,1972,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,200m backstroke,M,Gold,"November 17, 1950 (age 65 years)",,,163,74.09090909,200m,Backstroke
451,451,Munich,1972,Aquatics,Swimming,"STAMM, Michael Eugene",USA,Men,200m backstroke,M,Silver,,190.5,,179,81.36363636,200m,Backstroke
452,452,Munich,1972,Aquatics,Swimming,"GURR, Donna Marie",CAN,Women,200m backstroke,W,Bronze,"February 18, 1955 (age 61 years)",167.64,,110,50,200m,Backstroke
453,453,Munich,1972,Aquatics,Swimming,"BELOTE, Melissa Louise",USA,Women,200m backstroke,W,Gold,"October 16, 1956 (age 60 years)",170.18,,132,60,200m,Backstroke
454,454,Munich,1972,Aquatics,Swimming,"ATWOOD, Susanne Jean",USA,Women,200m backstroke,W,Silver,"June 5, 1953 (age 63 years)",170.18,,146,66.36363636,200m,Backstroke
455,455,Munich,1972,Aquatics,Swimming,"TAGUCHI, Nobutaka",JPN,Men,200m breaststroke,M,Bronze,"June 18, 1951 (age 65 years)",172.72,,150,68.18181818,200m,Breaststroke
456,456,Munich,1972,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,200m breaststroke,M,Gold,"May 29, 1954 (age 62 years)",182.88,,170,77.27272727,200m,Breaststroke
457,457,Munich,1972,Aquatics,Swimming,"WILKIE, David Andrew",GBR,Men,200m breaststroke,M,Silver,"March 8, 1954 (age 62 years)",182.88,,168,76.36363636,200m,Breaststroke
458,458,Munich,1972,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,200m breaststroke,W,Bronze,26-Nov-48,170.18,23.0,,#VALUE!,200m,Breaststroke
459,459,Munich,1972,Aquatics,Swimming,"WHITFIELD, Beverley Joy",AUS,Women,200m breaststroke,W,Gold,15-Jun-54,162.56,18.0,126,57.27272727,200m,Breaststroke
460,460,Munich,1972,Aquatics,Swimming,"SCHOENFIELD, Dana Lee",USA,Women,200m breaststroke,W,Silver,,172.72,,146,66.36363636,200m,Breaststroke
461,461,Munich,1972,Aquatics,Swimming,"BACKHAUS, Robin James",USA,Men,200m butterfly,M,Bronze,"February 12, 1955 (age 61 years)",182.88,,170,77.27272727,200m,Butterfly
462,462,Munich,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,200m butterfly,M,Gold,"February 10, 1950 (age 66 years)",182.88,,161,73.18181818,200m,Butterfly
463,463,Munich,1972,Aquatics,Swimming,"HALL, Gary Wayne",USA,Men,200m butterfly,M,Silver,,198.12,,163,74.09090909,200m,Butterfly
464,464,Munich,1972,Aquatics,Swimming,"DANIEL, Eleanor Suzanne",USA,Women,200m butterfly,W,Bronze,"June 11, 1950 (age 66 years)",172.72,,143,65,200m,Butterfly
465,465,Munich,1972,Aquatics,Swimming,"MOE-THORNTON, Karen Patricia",USA,Women,200m butterfly,W,Gold,,,,123,55.90909091,200m,Butterfly
466,466,Munich,1972,Aquatics,Swimming,"COLELLA, Lynn Ann",USA,Women,200m butterfly,W,Silver,"June 13, 1950 (age 66 years)",170.18,,134,60.90909091,200m,Butterfly
467,467,Munich,1972,Aquatics,Swimming,"LAMPE, Werner",FRG,Men,200m freestyle,M,Bronze,1950,195.58,22.0,176,80,200m,Freestyle
468,468,Munich,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,200m freestyle,M,Gold,"February 10, 1950 (age 66 years)",182.88,,161,73.18181818,200m,Freestyle
469,469,Munich,1972,Aquatics,Swimming,"GENTER, Robert Steven",USA,Men,200m freestyle,M,Silver,"January 4, 1951 (age 65 years)",195.58,,185,84.09090909,200m,Freestyle
470,470,Munich,1972,Aquatics,Swimming,"ROTHHAMMER, Keena Ruth",USA,Women,200m freestyle,W,Bronze,"February 26, 1957 (age 59 years)",175.26,,146,66.36363636,200m,Freestyle
471,471,Munich,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,200m freestyle,W,Gold,"November 23, 1956 (age 59 years)",170.18,,130,59.09090909,200m,Freestyle
472,472,Munich,1972,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,200m freestyle,W,Silver,,,,,#VALUE!,200m,Freestyle
473,473,Munich,1972,Aquatics,Swimming,"FURNISS, Steven Charles",USA,Men,200m individual medley,M,Bronze,,193.04,,176,80,200m,Individual
