,City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal,DOB,height,age,weight_lbs,weight_kg
348,Tokyo,1964,Aquatics,Swimming,"DE VARONA, Donna Elizabeth",USA,Women,400m individual medley,W,Gold,"April 26, 1947 (age 69 years)",167.64,NA,134,60.90909091
349,Tokyo,1964,Aquatics,Swimming,"FINNERAN, Sharon Evans",USA,Women,400m individual medley,W,Silver,"February 4, 1946 (age 70 years)",160.02,NA,110,50
350,Mexico,1968,Aquatics,Swimming,"MILLS, Ronald P.",USA,Men,100m backstroke,M,Bronze,NA,NA,NA,NA,#VALUE!
351,Mexico,1968,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,100m backstroke,M,Gold,"November 17, 1950 (age 65 years)",NA,NA,163,74.09090909
352,Mexico,1968,Aquatics,Swimming,"HICKCOX, Charles Buchanan",USA,Men,100m backstroke,M,Silver,6-Feb-47,190.5,21,176,80
353,Mexico,1968,Aquatics,Swimming,"SWAGERTY, Jane Ellen",USA,Women,100m backstroke,W,Bronze,"July 30, 1951 (age 65 years)",172.72,NA,143,65
354,Mexico,1968,Aquatics,Swimming,"HALL, Kaye Marie",USA,Women,100m backstroke,W,Gold,NA,170.18,NA,143,65
355,Mexico,1968,Aquatics,Swimming,"TANNER, Elaine",CAN,Women,100m backstroke,W,Silver,"February 22, 1951 (age 65 years)",160.02,NA,134,60.90909091
356,Mexico,1968,Aquatics,Swimming,"PANKIN, Nikolai",URS,Men,100m breaststroke,M,Bronze,"January 2, 1949 (age 67 years)",177.8,NA,NA,#VALUE!
357,Mexico,1968,Aquatics,Swimming,"MCKENZIE, Donald Ward Jr.",USA,Men,100m breaststroke,M,Gold,11-May-47,185.42,21,176,80
358,Mexico,1968,Aquatics,Swimming,"KOSINSKY, Vladimir",URS,Men,100m breaststroke,M,Silver,NA,NA,NA,148,67.27272727
359,Mexico,1968,Aquatics,Swimming,"WICHMAN, Sharon Lynn",USA,Women,100m breaststroke,W,Bronze,NA,175.26,NA,132,60
360,Mexico,1968,Aquatics,Swimming,"BJEDOV, Djurdjica",YUG,Women,100m breaststroke,W,Gold,NA,170.18,NA,NA,#VALUE!
361,Mexico,1968,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,100m breaststroke,W,Silver,NA,170.18,NA,NA,#VALUE!
362,Mexico,1968,Aquatics,Swimming,"WALES, Ross Elliott",USA,Men,100m butterfly,M,Bronze,NA,NA,NA,165,75
363,Mexico,1968,Aquatics,Swimming,"RUSSELL, Douglas Albert",USA,Men,100m butterfly,M,Gold,NA,172.72,NA,150,68.18181818
364,Mexico,1968,Aquatics,Swimming,"SPITZ, Mark",USA,Men,100m butterfly,M,Silver,"February 10, 1950 (age 66 years)",182.88,NA,161,73.18181818
365,Mexico,1968,Aquatics,Swimming,"SHIELDS, Susanne Marie",USA,Women,100m butterfly,W,Bronze,NA,170.18,NA,132,60
366,Mexico,1968,Aquatics,Swimming,"MCCLEMENTS, Lynette",AUS,Women,100m butterfly,W,Gold,"May 11, 1951 (age 65 years)",177.8,NA,146,66.36363636
367,Mexico,1968,Aquatics,Swimming,"DANIEL, Eleanor Suzanne",USA,Women,100m butterfly,W,Silver,"June 11, 1950 (age 66 years)",172.72,NA,143,65
368,Mexico,1968,Aquatics,Swimming,"SPITZ, Mark",USA,Men,100m freestyle,M,Bronze,"February 10, 1950 (age 66 years)",182.88,NA,161,73.18181818
369,Mexico,1968,Aquatics,Swimming,"WENDEN, Michael Vincent",AUS,Men,100m freestyle,M,Gold,NA,182.88,NA,168,76.36363636
370,Mexico,1968,Aquatics,Swimming,"WALSH, Kenneth Marshall",USA,Men,100m freestyle,M,Silver,"February 11, 1945 (age 71 years)",187.96,NA,185,84.09090909
371,Mexico,1968,Aquatics,Swimming,"GUSTAVSON, Linda Lee",USA,Women,100m freestyle,W,Bronze,"November 30, 1949 (age 66 years)",175.26,NA,134,60.90909091
372,Mexico,1968,Aquatics,Swimming,"HENNE, Jane Margo",USA,Women,100m freestyle,W,Gold,NA,NA,NA,NA,#VALUE!
373,Mexico,1968,Aquatics,Swimming,"PEDERSEN, Susan Jane",USA,Women,100m freestyle,W,Silver,NA,175.26,NA,154,70
374,Mexico,1968,Aquatics,Swimming,"BROUGH, Gregory",AUS,Men,1500m freestyle,M,Bronze,26-Mar-51,187.96,17,174,79.09090909
375,Mexico,1968,Aquatics,Swimming,"BURTON, Michael Jay",USA,Men,1500m freestyle,M,Gold,"July 3, 1947 (age 69 years)",175.26,NA,154,70
376,Mexico,1968,Aquatics,Swimming,"KINSELLA, John Pitann",USA,Men,1500m freestyle,M,Silver,"August 26, 1952 (age 64 years)",193.04,NA,201,91.36363636
377,Mexico,1968,Aquatics,Swimming,"HORSLEY, Jack S.",USA,Men,200m backstroke,M,Bronze,"September 25, 1951 (age 65 years)",182.88,NA,141,64.09090909
378,Mexico,1968,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,200m backstroke,M,Gold,"November 17, 1950 (age 65 years)",NA,NA,163,74.09090909
379,Mexico,1968,Aquatics,Swimming,"IVEY, Mitchell",USA,Men,200m backstroke,M,Silver,"September 28, 1979 (age 37 years)",NA,NA,159,72.27272727
380,Mexico,1968,Aquatics,Swimming,"HALL, Kaye Marie",USA,Women,200m backstroke,W,Bronze,NA,170.18,NA,143,65
381,Mexico,1968,Aquatics,Swimming,"WATSON, Lillian Debra",USA,Women,200m backstroke,W,Gold,"July 11, 1950 (age 66 years)",175.26,NA,146,66.36363636
382,Mexico,1968,Aquatics,Swimming,"TANNER, Elaine",CAN,Women,200m backstroke,W,Silver,"February 22, 1951 (age 65 years)",160.02,NA,134,60.90909091
383,Mexico,1968,Aquatics,Swimming,"JOB, Brian Gregory",USA,Men,200m breaststroke,M,Bronze,"November 29, 1951 (age 64 years)",180.34,NA,163,74.09090909
384,Mexico,1968,Aquatics,Swimming,"MUNOZ, Felipe",MEX,Men,200m breaststroke,M,Gold,"February 3, 1951 (age 65 years)",180.34,NA,NA,#VALUE!
385,Mexico,1968,Aquatics,Swimming,"KOSINSKY, Vladimir",URS,Men,200m breaststroke,M,Silver,26-Feb-45,NA,23,148,67.27272727
386,Mexico,1968,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,200m breaststroke,W,Bronze,26-Nov-48,170.18,19,NA,#VALUE!
387,Mexico,1968,Aquatics,Swimming,"WICHMAN, Sharon Lynn",USA,Women,200m breaststroke,W,Gold,"May 13, 1952 (age 64 years)",175.26,NA,132,60
388,Mexico,1968,Aquatics,Swimming,"BJEDOV, Djurdjica",YUG,Women,200m breaststroke,W,Silver,"April 5, 1947 (age 69 years)",170.18,NA,NA,#VALUE!
389,Mexico,1968,Aquatics,Swimming,"FERRIS, John Edward",USA,Men,200m butterfly,M,Bronze,"July 24, 1949 (age 67 years)",180.34,NA,165,75
390,Mexico,1968,Aquatics,Swimming,"ROBIE, Carl Joseph III",USA,Men,200m butterfly,M,Gold,2-May-45,177.8,23,161,73.18181818
391,Mexico,1968,Aquatics,Swimming,"WOODROFFE, Martyn John",GBR,Men,200m butterfly,M,Silver,"September 8, 1950 (age 66 years)",NA,NA,154,70
392,Mexico,1968,Aquatics,Swimming,"DANIEL, Eleanor Suzanne",USA,Women,200m butterfly,W,Bronze,"June 11, 1950 (age 66 years)",172.72,NA,143,65
393,Mexico,1968,Aquatics,Swimming,"KOK, Aagje Ada",NED,Women,200m butterfly,W,Gold,"June 6, 1947 (age 69 years)",182.88,NA,187,85
394,Mexico,1968,Aquatics,Swimming,"LINDNER, Helga",GDR,Women,200m butterfly,W,Silver,NA,170.18,NA,146,66.36363636
395,Mexico,1968,Aquatics,Swimming,"NELSON, John Mauer",USA,Men,200m freestyle,M,Bronze,NA,NA,NA,146,66.36363636
396,Mexico,1968,Aquatics,Swimming,"WENDEN, Michael Vincent",AUS,Men,200m freestyle,M,Gold,NA,182.88,NA,168,76.36363636
397,Mexico,1968,Aquatics,Swimming,"SCHOLLANDER, Donald Arthur",USA,Men,200m freestyle,M,Silver,NA,180.34,NA,174,79.09090909
398,Mexico,1968,Aquatics,Swimming,"BARKMAN, Jane Louise",USA,Women,200m freestyle,W,Bronze,NA,170.18,NA,134,60.90909091
399,Mexico,1968,Aquatics,Swimming,"MEYER, Deborah",USA,Women,200m freestyle,W,Gold,NA,170.18,NA,115,52.27272727
400,Mexico,1968,Aquatics,Swimming,"HENNE, Jane Margo",USA,Women,200m freestyle,W,Silver,NA,NA,NA,NA,#VALUE!
401,Mexico,1968,Aquatics,Swimming,"FERRIS, John Edward",USA,Men,200m individual medley,M,Bronze,"July 24, 1949 (age 67 years)",180.34,NA,165,75
402,Mexico,1968,Aquatics,Swimming,"HICKCOX, Charles Buchanan",USA,Men,200m individual medley,M,Gold,6-Feb-47,190.5,21,176,80
403,Mexico,1968,Aquatics,Swimming,"BUCKINGHAM, Gregory F.",USA,Men,200m individual medley,M,Silver,29-Jul-45,NA,23,NA,#VALUE!
404,Mexico,1968,Aquatics,Swimming,"HENNE, Jane Margo",USA,Women,200m individual medley,W,Bronze,NA,NA,NA,NA,#VALUE!
405,Mexico,1968,Aquatics,Swimming,"KOLB, Claudia Anne",USA,Women,200m individual medley,W,Gold,"December 19, 1949 (age 66 years)",170.18,NA,134,60.90909091
406,Mexico,1968,Aquatics,Swimming,"PEDERSEN, Susan Jane",USA,Women,200m individual medley,W,Silver,NA,175.26,NA,154,70
407,Mexico,1968,Aquatics,Swimming,"MOSCONI, Alain",FRA,Men,400m freestyle,M,Bronze,"September 9, 1949 (age 67 years)",180.34,NA,176,80
408,Mexico,1968,Aquatics,Swimming,"BURTON, Michael Jay",USA,Men,400m freestyle,M,Gold,"July 3, 1947 (age 69 years)",175.26,NA,154,70
409,Mexico,1968,Aquatics,Swimming,"HUTTON, Ralph",CAN,Men,400m freestyle,M,Silver,"March 6, 1948 (age 68 years)",182.88,NA,190,86.36363636
410,Mexico,1968,Aquatics,Swimming,"MORAS, Karen Lynne",AUS,Women,400m freestyle,W,Bronze,"January 6, 1954 (age 62 years)",167.64,NA,117,53.18181818
411,Mexico,1968,Aquatics,Swimming,"MEYER, Deborah",USA,Women,400m freestyle,W,Gold,"August 14, 1952 (age 64 years)",170.18,NA,115,52.27272727
412,Mexico,1968,Aquatics,Swimming,"GUSTAVSON, Linda Lee",USA,Women,400m freestyle,W,Silver,"November 30, 1949 (age 66 years)",175.26,NA,134,60.90909091
413,Mexico,1968,Aquatics,Swimming,"HOLTHAUS, Michael",FRG,Men,400m individual medley,M,Bronze,"July 13, 1950 (age 66 years)",NA,NA,168,76.36363636
414,Mexico,1968,Aquatics,Swimming,"HICKCOX, Charles Buchanan",USA,Men,400m individual medley,M,Gold,6-Feb-47,190.5,21,176,80
415,Mexico,1968,Aquatics,Swimming,"HALL, Gary Wayne",USA,Men,400m individual medley,M,Silver,NA,198.12,NA,163,74.09090909
416,Mexico,1968,Aquatics,Swimming,"STEINBACH, Sabine",GDR,Women,400m individual medley,W,Bronze,"July 18, 1952 (age 64 years)",165.1,NA,123,55.90909091
417,Mexico,1968,Aquatics,Swimming,"KOLB, Claudia Anne",USA,Women,400m individual medley,W,Gold,"December 19, 1949 (age 66 years)",170.18,NA,134,60.90909091
418,Mexico,1968,Aquatics,Swimming,"VIDALI, Lynn Marie",USA,Women,400m individual medley,W,Silver,"May 26, 1952 (age 64 years)",170.18,NA,141,64.09090909
419,Mexico,1968,Aquatics,Swimming,"RAMIREZ, Maria Teresa",MEX,Women,800m freestyle,W,Bronze,"August 15, 1954 (age 62 years)",170.18,NA,NA,#VALUE!
420,Mexico,1968,Aquatics,Swimming,"MEYER, Deborah",USA,Women,800m freestyle,W,Gold,"August 14, 1952 (age 64 years)",170.18,NA,115,52.27272727
421,Mexico,1968,Aquatics,Swimming,"KRUSE, Pamela Jean",USA,Women,800m freestyle,W,Silver,"June 3, 1950 (age 66 years)",165.1,NA,130,59.09090909
422,Munich,1972,Aquatics,Swimming,"MURPHY, John Joseph",USA,Men,100m backstroke,M,Bronze,24-Sep-22,NA,49,194,88.18181818
423,Munich,1972,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,100m backstroke,M,Gold,"November 17, 1950 (age 65 years)",NA,NA,163,74.09090909
424,Munich,1972,Aquatics,Swimming,"STAMM, Michael Eugene",USA,Men,100m backstroke,M,Silver,NA,190.5,NA,179,81.36363636
425,Munich,1972,Aquatics,Swimming,"ATWOOD, Susanne Jean",USA,Women,100m backstroke,W,Bronze,"June 5, 1953 (age 63 years)",170.18,NA,146,66.36363636
426,Munich,1972,Aquatics,Swimming,"BELOTE, Melissa Louise",USA,Women,100m backstroke,W,Gold,"October 16, 1956 (age 60 years)",170.18,NA,132,60
427,Munich,1972,Aquatics,Swimming,"GYARMATI, Andrea",HUN,Women,100m backstroke,W,Silver,"April 15, 1954 (age 62 years)",170.18,NA,141,64.09090909
428,Munich,1972,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,100m breaststroke,M,Bronze,"May 29, 1954 (age 62 years)",182.88,NA,170,77.27272727
429,Munich,1972,Aquatics,Swimming,"TAGUCHI, Nobutaka",JPN,Men,100m breaststroke,M,Gold,"June 18, 1951 (age 65 years)",172.72,NA,150,68.18181818
430,Munich,1972,Aquatics,Swimming,"BRUCE, Thomas Edwin",USA,Men,100m breaststroke,M,Silver,NA,NA,NA,161,73.18181818
431,Munich,1972,Aquatics,Swimming,"WHITFIELD, Beverley Joy",AUS,Women,100m breaststroke,W,Bronze,15-Jun-54,162.56,18,126,57.27272727
432,Munich,1972,Aquatics,Swimming,"CARR, Catherine L.",USA,Women,100m breaststroke,W,Gold,"May 27, 1954 (age 62 years)",170.18,NA,115,52.27272727
433,Munich,1972,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,100m breaststroke,W,Silver,26-Nov-48,170.18,23,NA,#VALUE!
434,Munich,1972,Aquatics,Swimming,"HEIDENREICH, Jerry Alan",USA,Men,100m butterfly,M,Bronze,4-Feb-50,182.88,22,161,73.18181818
435,Munich,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,100m butterfly,M,Gold,"February 10, 1950 (age 66 years)",182.88,NA,161,73.18181818
436,Munich,1972,Aquatics,Swimming,"ROBERTSON, Bruce Richard",CAN,Men,100m butterfly,M,Silver,NA,177.8,NA,154,70
437,Munich,1972,Aquatics,Swimming,"GYARMATI, Andrea",HUN,Women,100m butterfly,W,Bronze,"April 15, 1954 (age 62 years)",170.18,NA,141,64.09090909
438,Munich,1972,Aquatics,Swimming,"AOKI, Mayumi",JPN,Women,100m butterfly,W,Gold,"May 1, 1953 (age 63 years)",165.1,NA,139,63.18181818
439,Munich,1972,Aquatics,Swimming,"BEIER, Roswitha",GDR,Women,100m butterfly,W,Silver,"December 22, 1956 (age 59 years)",160.02,NA,115,52.27272727
440,Munich,1972,Aquatics,Swimming,"BURE, Vladimir",URS,Men,100m freestyle,M,Bronze,"December 4, 1950 (age 65 years)",180.34,NA,190,86.36363636
441,Munich,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,100m freestyle,M,Gold,"February 10, 1950 (age 66 years)",182.88,NA,161,73.18181818
442,Munich,1972,Aquatics,Swimming,"HEIDENREICH, Jerry Alan",USA,Men,100m freestyle,M,Silver,4-Feb-50,182.88,22,161,73.18181818
443,Munich,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,100m freestyle,W,Bronze,NA,170.18,NA,130,59.09090909
444,Munich,1972,Aquatics,Swimming,"NEILSON, Alexandra Lynn",USA,Women,100m freestyle,W,Gold,NA,NA,NA,139,63.18181818
445,Munich,1972,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,100m freestyle,W,Silver,NA,NA,NA,NA,#VALUE!
446,Munich,1972,Aquatics,Swimming,"NORTHWAY, Douglas Dale",USA,Men,1500m freestyle,M,Bronze,NA,180.34,NA,58-73,#VALUE!
447,Munich,1972,Aquatics,Swimming,"BURTON, Michael Jay",USA,Men,1500m freestyle,M,Gold,NA,175.26,NA,154,70
448,Munich,1972,Aquatics,Swimming,"WINDEATT, Graham Claud",AUS,Men,1500m freestyle,M,Silver,"August 5, 1954 (age 62 years)",187.96,NA,172,78.18181818
449,Munich,1972,Aquatics,Swimming,"IVEY, Mitchell",USA,Men,200m backstroke,M,Bronze,"September 28, 1979 (age 37 years)",NA,NA,159,72.27272727
450,Munich,1972,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,200m backstroke,M,Gold,"November 17, 1950 (age 65 years)",NA,NA,163,74.09090909
451,Munich,1972,Aquatics,Swimming,"STAMM, Michael Eugene",USA,Men,200m backstroke,M,Silver,NA,190.5,NA,179,81.36363636
452,Munich,1972,Aquatics,Swimming,"GURR, Donna Marie",CAN,Women,200m backstroke,W,Bronze,"February 18, 1955 (age 61 years)",167.64,NA,110,50
453,Munich,1972,Aquatics,Swimming,"BELOTE, Melissa Louise",USA,Women,200m backstroke,W,Gold,"October 16, 1956 (age 60 years)",170.18,NA,132,60
454,Munich,1972,Aquatics,Swimming,"ATWOOD, Susanne Jean",USA,Women,200m backstroke,W,Silver,"June 5, 1953 (age 63 years)",170.18,NA,146,66.36363636
455,Munich,1972,Aquatics,Swimming,"TAGUCHI, Nobutaka",JPN,Men,200m breaststroke,M,Bronze,"June 18, 1951 (age 65 years)",172.72,NA,150,68.18181818
456,Munich,1972,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,200m breaststroke,M,Gold,"May 29, 1954 (age 62 years)",182.88,NA,170,77.27272727
457,Munich,1972,Aquatics,Swimming,"WILKIE, David Andrew",GBR,Men,200m breaststroke,M,Silver,"March 8, 1954 (age 62 years)",182.88,NA,168,76.36363636
458,Munich,1972,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,200m breaststroke,W,Bronze,26-Nov-48,170.18,23,NA,#VALUE!
459,Munich,1972,Aquatics,Swimming,"WHITFIELD, Beverley Joy",AUS,Women,200m breaststroke,W,Gold,15-Jun-54,162.56,18,126,57.27272727
460,Munich,1972,Aquatics,Swimming,"SCHOENFIELD, Dana Lee",USA,Women,200m breaststroke,W,Silver,NA,172.72,NA,146,66.36363636
461,Munich,1972,Aquatics,Swimming,"BACKHAUS, Robin James",USA,Men,200m butterfly,M,Bronze,"February 12, 1955 (age 61 years)",182.88,NA,170,77.27272727
462,Munich,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,200m butterfly,M,Gold,"February 10, 1950 (age 66 years)",182.88,NA,161,73.18181818
463,Munich,1972,Aquatics,Swimming,"HALL, Gary Wayne",USA,Men,200m butterfly,M,Silver,NA,198.12,NA,163,74.09090909
464,Munich,1972,Aquatics,Swimming,"DANIEL, Eleanor Suzanne",USA,Women,200m butterfly,W,Bronze,"June 11, 1950 (age 66 years)",172.72,NA,143,65
465,Munich,1972,Aquatics,Swimming,"MOE-THORNTON, Karen Patricia",USA,Women,200m butterfly,W,Gold,NA,NA,NA,123,55.90909091
466,Munich,1972,Aquatics,Swimming,"COLELLA, Lynn Ann",USA,Women,200m butterfly,W,Silver,"June 13, 1950 (age 66 years)",170.18,NA,134,60.90909091
467,Munich,1972,Aquatics,Swimming,"LAMPE, Werner",FRG,Men,200m freestyle,M,Bronze,1950,195.58,22,176,80
468,Munich,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,200m freestyle,M,Gold,"February 10, 1950 (age 66 years)",182.88,NA,161,73.18181818
469,Munich,1972,Aquatics,Swimming,"GENTER, Robert Steven",USA,Men,200m freestyle,M,Silver,"January 4, 1951 (age 65 years)",195.58,NA,185,84.09090909
470,Munich,1972,Aquatics,Swimming,"ROTHHAMMER, Keena Ruth",USA,Women,200m freestyle,W,Bronze,"February 26, 1957 (age 59 years)",175.26,NA,146,66.36363636
471,Munich,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,200m freestyle,W,Gold,"November 23, 1956 (age 59 years)",170.18,NA,130,59.09090909
472,Munich,1972,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,200m freestyle,W,Silver,NA,NA,NA,NA,#VALUE!
473,Munich,1972,Aquatics,Swimming,"FURNISS, Steven Charles",USA,Men,200m individual medley,M,Bronze,NA,193.04,NA,176,80
474,Munich,1972,Aquatics,Swimming,"LARSSON, Gunnar",SWE,Men,200m individual medley,M,Gold,"May 12, 1951 (age 65 years)",185.42,NA,190,86.36363636
475,Munich,1972,Aquatics,Swimming,"MCKEE, Alexander Timothy",USA,Men,200m individual medley,M,Silver,NA,172.72,NA,154,70
476,Munich,1972,Aquatics,Swimming,"VIDALI, Lynn Marie",USA,Women,200m individual medley,W,Bronze,"May 26, 1952 (age 64 years)",170.18,NA,141,64.09090909
477,Munich,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,200m individual medley,W,Gold,"November 23, 1956 (age 59 years)",170.18,NA,130,59.09090909
478,Munich,1972,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,200m individual medley,W,Silver,"October 25, 1958 (age 58 years)",172.72,NA,130,59.09090909
479,Munich,1972,Aquatics,Swimming,"MCBREEN, Thomas Sean",USA,Men,400m freestyle,M,Bronze,NA,182.88,NA,154,70
480,Munich,1972,Aquatics,Swimming,"COOPER, Bradford Paul",AUS,Men,400m freestyle,M,Gold,NA,160.02,NA,159,72.27272727
481,Munich,1972,Aquatics,Swimming,"GENTER, Robert Steven",USA,Men,400m freestyle,M,Silver,NA,195.58,NA,185,84.09090909
482,Munich,1972,Aquatics,Swimming,"WEGNER, Gudrun",GDR,Women,400m freestyle,W,Bronze,NA,175.26,NA,143,65
483,Munich,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,400m freestyle,W,Gold,NA,170.18,NA,130,59.09090909
484,Munich,1972,Aquatics,Swimming,"CALLIGARIS, Novella",ITA,Women,400m freestyle,W,Silver,NA,162.56,NA,106,48.18181818
485,Munich,1972,Aquatics,Swimming,"HARGITAY, Andras",HUN,Men,400m individual medley,M,Bronze,"March 17, 1956 (age 60 years)",187.96,NA,NA,#VALUE!
486,Munich,1972,Aquatics,Swimming,"LARSSON, Gunnar",SWE,Men,400m individual medley,M,Gold,"May 12, 1951 (age 65 years)",185.42,NA,190,86.36363636
487,Munich,1972,Aquatics,Swimming,"MCKEE, Alexander Timothy",USA,Men,400m individual medley,M,Silver,NA,172.72,NA,154,70
488,Munich,1972,Aquatics,Swimming,"CALLIGARIS, Novella",ITA,Women,400m individual medley,W,Bronze,"December 27, 1954 (age 61 years)",162.56,NA,106,48.18181818
489,Munich,1972,Aquatics,Swimming,"NEALL, Gail",AUS,Women,400m individual medley,W,Gold,"August 2, 1955 (age 61 years)",162.56,NA,115,52.27272727
490,Munich,1972,Aquatics,Swimming,"CLIFF, Leslie",CAN,Women,400m individual medley,W,Silver,"March 11, 1955 (age 61 years)",172.72,NA,132,60
491,Munich,1972,Aquatics,Swimming,"CALLIGARIS, Novella",ITA,Women,800m freestyle,W,Bronze,"December 27, 1954 (age 61 years)",162.56,NA,106,48.18181818
492,Munich,1972,Aquatics,Swimming,"ROTHHAMMER, Keena Ruth",USA,Women,800m freestyle,W,Gold,"February 26, 1957 (age 59 years)",175.26,NA,146,66.36363636
493,Munich,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,800m freestyle,W,Silver,"November 23, 1956 (age 59 years)",170.18,NA,130,59.09090909
494,Montreal,1976,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,100m backstroke,M,Bronze,"November 17, 1950 (age 65 years)",NA,NA,163,74.09090909
495,Montreal,1976,Aquatics,Swimming,"NABER, John Phillips",USA,Men,100m backstroke,M,Gold,NA,198.12,NA,194,88.18181818
496,Montreal,1976,Aquatics,Swimming,"ROCCA, Peter Drake",USA,Men,100m backstroke,M,Silver,NA,190.5,NA,176,80
497,Montreal,1976,Aquatics,Swimming,"GARAPICK, Nancy Ellen",CAN,Women,100m backstroke,W,Bronze,"September 24, 1961 (age 55 years)",167.64,NA,119,54.09090909
498,Montreal,1976,Aquatics,Swimming,"RICHTER, Ulrike",GDR,Women,100m backstroke,W,Gold,"June 17, 1959 (age 57 years)",172.72,NA,146,66.36363636
499,Montreal,1976,Aquatics,Swimming,"TREIBER, Birgit",GDR,Women,100m backstroke,W,Silver,"February 26, 1960 (age 56 years)",172.72,NA,146,66.36363636
500,Montreal,1976,Aquatics,Swimming,"YOZAITIS, Arvidas",URS,Men,100m breaststroke,M,Bronze,"April 18, 1956 (age 60 years)",NA,NA,NA,#VALUE!
501,Montreal,1976,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,100m breaststroke,M,Gold,"May 29, 1954 (age 62 years)",182.88,NA,170,77.27272727
502,Montreal,1976,Aquatics,Swimming,"WILKIE, David Andrew",GBR,Men,100m breaststroke,M,Silver,"March 8, 1954 (age 62 years)",182.88,NA,168,76.36363636
503,Montreal,1976,Aquatics,Swimming,"KOSHEVAYA, Marina",URS,Women,100m breaststroke,W,Bronze,"April 1, 1960 (age 56 years)",NA,NA,128,58.18181818
504,Montreal,1976,Aquatics,Swimming,"ANKE, Hannelore",GDR,Women,100m breaststroke,W,Gold,"December 8, 1957 (age 58 years)",160.02,NA,115,52.27272727
505,Montreal,1976,Aquatics,Swimming,"RUSANOVA, Lyubov",URS,Women,100m breaststroke,W,Silver,"February 2, 1954 (age 62 years)",165.1,NA,143,65
506,Montreal,1976,Aquatics,Swimming,"HALL, Gary Wayne",USA,Men,100m butterfly,M,Bronze,NA,198.12,NA,163,74.09090909
507,Montreal,1976,Aquatics,Swimming,"VOGEL, Matthew Haynes",USA,Men,100m butterfly,M,Gold,NA,NA,NA,187,85
508,Montreal,1976,Aquatics,Swimming,"BOTTOM, Joseph Stuart",USA,Men,100m butterfly,M,Silver,"April 18, 1955 (age 61 years)",195.58,NA,192,87.27272727
509,Montreal,1976,Aquatics,Swimming,"BOGLIOLI, Wendy Lansbach",USA,Women,100m butterfly,W,Bronze,NA,NA,NA,141,64.09090909
510,Montreal,1976,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,100m butterfly,W,Gold,"October 25, 1958 (age 58 years)",172.72,NA,130,59.09090909
511,Montreal,1976,Aquatics,Swimming,"POLLACK, Andrea",GDR,Women,100m butterfly,W,Silver,"May 8, 1961 (age 55 years)",165.1,NA,134,60.90909091
512,Montreal,1976,Aquatics,Swimming,"NOCKE, Peter",FRG,Men,100m freestyle,M,Bronze,"October 25, 1955 (age 61 years)",182.88,NA,NA,#VALUE!
513,Montreal,1976,Aquatics,Swimming,"MONTGOMERY, James Paul",USA,Men,100m freestyle,M,Gold,NA,NA,NA,194,88.18181818
514,Montreal,1976,Aquatics,Swimming,"BABASHOFF, Jack, Jr.",USA,Men,100m freestyle,M,Silver,NA,NA,NA,Silver,#VALUE!
515,Montreal,1976,Aquatics,Swimming,"BRIGITHA, Enith",NED,Women,100m freestyle,W,Bronze,NA,NA,NA,148,67.27272727
516,Montreal,1976,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,100m freestyle,W,Gold,NA,172.72,NA,130,59.09090909
517,Montreal,1976,Aquatics,Swimming,"PRIEMER, Petra",GDR,Women,100m freestyle,W,Silver,NA,NA,NA,150,68.18181818
518,Montreal,1976,Aquatics,Swimming,"HOLLAND, Stephen",AUS,Men,1500m freestyle,M,Bronze,1941,NA,35,NA,#VALUE!
519,Montreal,1976,Aquatics,Swimming,"GOODELL, Brian Stuart",USA,Men,1500m freestyle,M,Gold,"April 2, 1959 (age 57 years)",172.72,NA,148,67.27272727
520,Montreal,1976,Aquatics,Swimming,"HACKETT, Robert William",USA,Men,1500m freestyle,M,Silver,"August 15, 1959 (age 57 years)",187.96,NA,183,83.18181818
